abstract_text,target_text,generated_text
"Despite the enormous potential shown by recent biorefineries, the current bioeconomy still encounters multifaceted challenges. To develop a sustainable biorefinery in the future, multidisciplinary research will be essential to tackle technical difficulties. Herein, we leveraged a known plant genetic engineering approach that results in aldehyde-rich lignin via down-regulation of cinnamyl alcohol dehydrogenase (CAD) and disruption of monolignol biosynthesis. We also report on renewable deep eutectic solvents (DESs) synthesized from phenolic aldehydes that can be obtained from CAD mutant biomass. The transgenic Arabidopsis thaliana CAD mutant was pretreated with the DESs and showed a twofold increase in the yield of fermentable sugars compared with wild type (WT) upon enzymatic saccharification. Integrated use of low-recalcitrance engineered biomass, characterized by its aldehyde-type lignin subunits, in combination with a DES-based pretreatment, was found to be an effective approach for producing a high yield of sugars typically used for cellulosic biofuels and biobased chemicals. This study demonstrates that integration of renewable DES with plant genetic engineering is a promising strategy in developing a closed-loop process.","Significance Deep eutectic solvents ( DESs) have gained increasing attention due to their application-friendly properties, including universal solvating capabilities and wide tunability. Additionally, ease of synthesis and broad availability from inexpensive chemical components could render DESs more versatile solvents for biomass pretreatment, as compared with traditional ionic liquids. Because the long-term success of the biorefinery depends on the development of sustainable processes to convert lignocellulosics into biofuels, DESs derived from renewable sources such as lignin are highly desirable. We herein present our innovative process that integrates the use of low-recalcitrant engineered biomass with its pretreatment using lignin-derived DESs. The promising results described by near-theoretical sugar yield demonstrate the effectiveness of the integrated process, opening up opportunities toward a sustainable and circular bioeconomy.","the current bioeconomy still encounters multifaceted challenges . to develop a sustainable biorefinery in the future, multidisciplinary research will be essential to tackle technical difficulties . herein, we leveraged a known plant genetic engineering approach that results in aldehyde-rich lignin via down-regulation of cinnamyl alcohol dehydrogenase (CAD) and disruption of monolignol biosynthesis . we also report on renewable deep eutectic solvents (DESs) synthesized from phenolic aldehexydes that can be obtained from CAD mutant biomass . the transgenic Arabidopsis thal"
"Schistosomes, parasitic flatworms that cause the neglected tropical disease schistosomiasis, have been considered to have an entirely carbohydrate based metabolism, with glycolysis playing a dominant role in the adult parasites. However, we have discovered a close link between mitochondrial oxygen consumption by female schistosomes and their ability to produce eggs. We show that oxygen consumption rates (OCR) and egg production are significantly diminished by pharmacologic inhibition of carnitine palmitoyl transferase 1 (CPT1) , which catalyzes a rate limiting step in fatty acid b-oxidation (FAO) and by genetic loss of function of acyl CoA synthetase, which complexes with CPT1 and activates long chain FA for use in FAO, and of acyl CoA dehydrogenase, which catalyzes the first step in FAO within mitochondria. Declines in OCR and egg production correlate with changes in a network of lipid droplets within cells in a specialized reproductive organ, the vitellarium. Our data point to the importance of regulated lipid stores and FAO for the compartmentalized process of egg production in schistosomes.","Schistosomes are parasitic worms that are the cause of the Neglected Tropical Disease schistosomiasis. Female schistosomes mated with males produce eggs, which either pass out of the host's body for transmission of the infection, or become trapped in host tissues, where they induce inflammation that contributes to disease symptoms. It has been assumed that egg production is a bioenergetically-demanding process fuelled by glucose metabolism. However, we have discovered that egg production is blocked by inhibition of fatty acid oxidation ( FAO) , the process through which FA are utilized within mitochondria to fuel the tricarboxylic acid cycle and thereby produce substrates for ATP synthesis through oxidative phosphorylation. Consistent with a role for FAO in egg production, fecund females have extensive fat stores, in the form of lipid droplets, whereas virgin adult females have little or no fat reserves. Moreover, fecund females placed into tissue culture exhaust their fat reserves and cease to be able to produce eggs. Since schistosomes cannot produce their own FA, our data point to the acquisition of FA from the host as a key process necessary for egg production. Our findings point to the importance of regulated lipid stores and FAO for egg production by schistosomes.","we show that mitochondrial oxygen consumption rates (OCR) and egg production are significantly diminished by pharmacologic inhibition of carnitine palmitoyl transferase 1 (CPT1) , which catalyzes a rate limiting step in fatty acid b-oxidation (FAO) and by genetic loss of function of acyl CoA synthetases . we suggest that regulated lipid stores and FAO are essential for the compartmentalized process of egg production in schistosomes ."
"The genetic code relates nucleotide sequence to amino acid sequence and is shared across all organisms, with the rare exceptions of lineages in which one or a few codons have acquired novel assignments. Recoding of UGA from stop to tryptophan has evolved independently in certain reduced bacterial genomes, including those of the mycoplasmas and some mitochondria. Small genomes typically exhibit low guanine plus cytosine (GC) content, and this bias in base composition has been proposed to drive UGA Stop to Tryptophan (Stop-Trp) recoding. Using a combination of genome sequencing and high-throughput proteomics, we show that an a-Proteobacterial symbiont of cicadas has the unprecedented combination of an extremely small genome (144 kb) , a GC-biased base composition (58. 4%) , and a coding reassignment of UGA Stop-Trp. Although it is not clear why this tiny genome lacks the low GC content typical of other small bacterial genomes, these observations support a role of genome reduction rather than base composition as a driver of codon reassignment.","The genetic code, which relates DNA sequence to protein sequence, is nearly universal across all life. Examples of recodings do exist, but new instances are rare. Genomes that exhibit recodings typically have other extreme properties, including reduced size, reduced gene sets, and low guanine plus cytosine ( GC) content. The most common recoding event, the reassignment of UGA to Tryptophan instead of Stop ( Stop-Trp) , was previously known from several mitochondrial and one bacterial lineage, and it was proposed to be driven by extinction of the UGA codon due to reduction in GC content. Here we present an unusual bacterial genome from a symbiont of cicadas. It exhibits the UGA Stop-Trp reassignment, but has a high GC content, showing that reduction in GC content is not a necessary condition for this recoding. This symbiont genome is also the smallest known for any cellular organism. We therefore propose gene loss during genome reduction as the common force driving this code change in bacteria and organelles. Additionally, the extremely small size of the genome further obscures the once-clear distinction between organelle and autonomous bacterial life.","we show that an a-Proteobacterial symbiont of cicadas has the unprecedented combination of an extremely small genome (144 kb) , a GC-biased base composition (58. 4%) , and an coding reassignment of UGA Stop to Tryptophan (Stop-Trp) . a combination of genome sequencing and high-throughput proteomics has been proposed to drive the recoding of a small bacterial genome . we demonstrate that a large bacterial cyclocycline ( guanine plus cytosine (GC) content is a driver of codon "
"In bacterial genomes composed of more than one chromosome, one replicon is typically larger, harbors more essential genes than the others, and is considered primary. The greater variability of secondary chromosomes among related taxa has led to the theory that they serve as an accessory genome for specific niches or conditions. By this rationale, purifying selection should be weaker on genes on secondary chromosomes because of their reduced necessity or usage. To test this hypothesis we selected bacterial genomes composed of multiple chromosomes from two genera, Burkholderia and Vibrio, and quantified the evolutionary rates (dN and dS) of all orthologs within each genus. Both evolutionary rate parameters were faster among orthologs found on secondary chromosomes than those on the primary chromosome. Further, in every bacterial genome with multiple chromosomes that we studied, genes on secondary chromosomes exhibited significantly weaker codon usage bias than those on primary chromosomes. Faster evolution and reduced codon bias could in turn result from global effects of chromosome position, as genes on secondary chromosomes experience reduced dosage and expression due to their delayed replication, or selection on specific gene attributes. These alternatives were evaluated using orthologs common to genomes with multiple chromosomes and genomes with single chromosomes. Analysis of these ortholog sets suggested that inherently fast-evolving genes tend to be sorted to secondary chromosomes when they arise; however, prolonged evolution on a secondary chromosome further accelerated substitution rates. In summary, secondary chromosomes in bacteria are evolutionary test beds where genes are weakly preserved and evolve more rapidly, likely because they are used less frequently.","Why many bacteria have multiple chromosomes is largely unknown, but a leading hypothesis is that secondary chromosomes evolved from plasmids and now serve as accessory genomes. We tested a key prediction of this theory that genes on secondary chromosomes should evolve faster because they are under less selective constraint. Indeed, orthologous genes shared within two groups of bacteria ( Burkholderia or Vibrio) with multiple chromosomes were less conserved and evolved more rapidly when found on secondary chromosomes. Much of these patterns could stem from the tendency of secondary chromosomes to be replicated later in the cell cycle, which reduces their gene dosage, their potential for expression, and selection for their optimal translation. However, the content of secondary chromosomes appears to be predisposed to evolve faster, because these same genes still evolve more rapidly in single-chromosome genomes. In summary, the evolution of divided genomes therefore appears to allow for the long-term segregation of genome content by their rates of expression and dispensability, placing some genes at increased risk of mutational decay and greater turnover.","background : in bacterial genomes composed of more than one chromosome, one replicon is typically larger and harbors more essential genes than the others , and is considered primary . to test this hypothesis we selected bacterial genomics of multiple chromoomes from two genera, Burkholderia and Vibrio . we quantified the evolutionary rates (dN and dS) of all orthologs within each genus . further , in every bacter genome with multiple x - rays that we studied , genes on secondary chromes exhibited significantly weaker codon usage bias than those on the primary , as genes on"
"Anthrax toxin is an intracellularly acting toxin in which sufficient information is available regarding the structure of its transmembrane channel, allowing for detailed investigation of models of translocation. Anthrax toxin, comprising three proteins--protective antigen (PA) , lethal factor (LF) , and edema factor--translocates large proteins across membranes. Here we show that the PA translocase channel has a transport function in which its catalytic active sites operate allosterically. We find that the phenylalanine clamp (ph-clamp) , the known conductance bottleneck in the PA translocase, gates as either a more closed state or a more dilated state. Thermodynamically, the two channel states have >300-fold different binding affinities for an LF-derived peptide. The change in clamp thermodynamics requires distant a-clamp and ph-clamp sites. Clamp allostery and translocation are more optimal for LF peptides with uniform stereochemistry, where the least allosteric and least efficiently translocated peptide had a mixed stereochemistry. Overall, the kinetic results are in less agreement with an extended-chain Brownian ratchet model but, instead, are more consistent with an allosteric helix-compression model that is dependent also on substrate peptide coil-to-helix/helix-to-coil cooperativity.","Significance High-resolution structural information on anthrax toxin allows for elucidation of detailed molecular models of transmembrane translocation. The toxin's translocase channel component, protective antigen ( PA) , utilizes a series of polypeptide clamp sites, which serve as binding sites. It is not known how these clamps catalyze the translocation of large proteins while avoiding kinetic traps in which the translocated protein would remain tightly bound inside the channel. Here the clamp sites in PA are revealed to operate allosterically, allowing for the coordination of their activities and the avoidance of kinetic traps that would impede translocation. The ability of the translocating peptide to form a helix correlates with the observed allostery and supports an allosteric helix-compression model for translocation.","the phenylalanine clamp (ph-clamp ) , the known conductance bottleneck in the PA translocase , gates as either a more closed state or a less dilated state . here we show that the two channel states have >300-fold different binding affinities for an LF-derived peptide . the kinetic results are in less agreement with an extended-chain Brownian ratchet model but, instead, are more consistent with an allosteric helix-compression model that is dependent also on substrate --to-helix/helix coil cooperativity . we find that the"
"Master splicing regulator MBNL1 shapes large transcriptomic changes that drive cellular differentiation during development. Here we demonstrate that MBNL1 is a suppressor of tumor dedifferentiation. We surveyed MBNL1 expression in matched tumor/normal pairs across The Cancer Genome Atlas and found that MBNL1 was down-regulated in several common cancers. Down-regulation of MBNL1 predicted poor overall survival in breast, lung, and stomach adenocarcinomas and increased relapse and distant metastasis in triple-negative breast cancer. Down-regulation of MBNL1 led to increased tumorigenic and stem/progenitor-like properties in vitro and in vivo. A discrete set of alternative splicing events (ASEs) are shared between MBNL1-low cancers and embryonic stem cells including a MAP2K7exon2 splice variant that leads to increased stem/progenitor-like properties via JNK activation. Accordingly, JNK inhibition is capable of reversing MAP2K7exon2-driven tumor dedifferentiation in MBNL1-low cancer cells. Our work elucidates an alternative-splicing mechanism that drives tumor dedifferentiation and identifies biomarkers that predict enhanced susceptibility to JNK inhibition.",Significance Targeting stem-like cells in cancer is critical to overcoming resistance and relapse post chemotherapy or immunotherapy. We elucidate an alternative-splicing driven mechanism of cancer dedifferentiation and define a molecular context wherein stem-like tumor cells show enhanced susceptibility to JNK inhibition. MBNL1 and MAP2K7exon2 can prognosticate patients for JNK inhibition that can render stem-like tumor cells susceptible to therapy.,"master splicing regulator MBNL1 shapes large transcriptomic changes that drive cellular differentiation during development . here we demonstrate that mtl1 is a suppressor of tumor dedifferentiation . we surveyed mdl1 expression in matched tumor/normal pairs across the Cancer Genome Atlas and found that bml1 was down-regulated in several common cancers . down-regulation of mnl1 predicted poor overall survival in breast, lung, and stomach adenocarcinomas and increased relapse and distant metastasis in triple-negative breast cancer . a discrete set of alternative replicing events (ASEs"
"HIV-1 maturation occurs via multiple proteolytic cleavages of the Gag polyprotein, causing rearrangement of the virus particle required for infectivity. Cleavage results in beta-hairpin formation at the N terminus of the CA (capsid) protein and loss of a six-helix bundle formed by the C terminus of CA and the neighboring SP1 peptide. How individual cleavages contribute to changes in protein structure and interactions, and how the mature, conical capsid forms, are poorly understood. Here, we employed cryoelectron tomography to determine morphology and high-resolution CA lattice structures for HIV-1 derivatives in which Gag cleavage sites are mutated. These analyses prompt us to revise current models for the crucial maturation switch. Unlike previously proposed, cleavage on either terminus of CA was sufficient, in principle, for lattice maturation, while complete processing was needed for conical capsid formation. We conclude that destabilization of the six-helix bundle, rather than beta-hairpin formation, represents the main determinant of structural maturation.","Significance The main structural component of HIV-1 is the Gag polyprotein. During virus release, Gag is cleaved by the viral protease at five sites, triggering a major change in the structure and morphology of the virus. This transition, called maturation, is required to make an infectious virion. We used cryoelectron tomography to obtain high-resolution structures of Gag inside virus particles carrying mutations that block specific combinations of cleavage sites. Analysis of these structures suggests that different combinations of cleavages can destabilize a bundle of alpha-helices at the C terminus of CA. This destabilization, rather than formation of a beta-hairpin at the N terminus of CA as previously suggested, acts as the structural switch for maturation of the virus into its infectious form.","HIV-1 maturation occurs via multiple proteolytic cleavages of the Gag polyprotein , causing rearrangement of the virus particle required for infectivity . we used cryoelectron tomography to determine morphology and high-resolution CA lattice structures for HIV-1 derivatives in which Gag cleaves are mutated . this analysis prompts us to revise current models for the crucial maturation switch ."
"Malaria continues to impose a significant health burden in the continent of Africa with 213 million cases in 2018 alone, representing 93% of cases worldwide. Because of high transmission of malaria within the continent, the selection pressures to develop drug resistance in African parasites are distinct compared to the rest of the world. In light of the spread of resistance to artemisinin conferred by the C580Y mutation in the PfKelch13 propeller domain in Southeast Asia, and its independent emergence in South America, it is important to study genetic determinants of resistance in the African context using African parasites. Through in vitro evolution of Senegalese parasites, we had previously generated the artemisinin-resistant parasites Pikine_R and Thies_R and established pfcoronin mutations to be sufficient to confer artemisinin resistance in the standard ring-stage survival assay (RSA) . In the current study, we used genetic analysis of revertants to demonstrate pfcoronin to be the major driver of elevated RSA in the artemisinin-resistant parasites Pikine_R and Thies_R evolved in vitro. We interrogated the role of a second gene PF3D7_1433800, which also had mutations in both the Pikine_R and Thies_R selected lines, but found no evidence of a contribution to reduced susceptibility in the RSA survival assay. Nevertheless, our genetic analysis demonstrates that parasite genetic background is important in the level of pfcoronin mediated RSA survival, and therefore we cannot rule out a role for PF3D7_1433800 in other genetic backgrounds. Finally, we tested the potential synergy between the mutations of pfcoronin and pfkelch13 through the generation of single and double mutants in the Pikine genetic background and found that the contribution of pfcoronin to reduced susceptibility is masked by the presence of pfkelch13. This phenomenon was also observed in the 3D7 background, suggesting that pfcoronin may mediate its effects via the same pathway as pfkelch13. Investigating the biology of proteins containing the beta-propeller domain could further elucidate the different pathways that the parasite could use to attain resistance.","Artemisinin-based combination therapies remain a crucial standard treatment in combatting malaria around the world. Given the independent emergence of artemisinin resistance associated with pfkelch13 mutations in Southeast Asia and South America, it is important to study genetic determinants in the African context. Previously, we had generated artemisinin-resistant parasites, referred to as Pikine_R and Thies_R, by subjecting clinical isolates of parasites from Senegal to artemisinin drug pressure in the laboratory. We found that mutations in the pfcoronin gene are sufficient to result in resistance in a standard laboratory assay. Here we report that pfcoronin mutations are also necessary for the level of artemisinin resistance observed in both Pikine_R and Thies_R. In diverse parasite strains the level of resistance is also sensitive to genetic background. Genetic analysis revealed that the resistance phenotype of pfkelch13 alone masks any additional contribution from pfcoronin. Future studies should focus on investigating pfcoronin biology.","background : malaria continues to impose a significant health burden in the continent of Africa with 213 million cases in 2018 alone , representing 93% of cases worldwide . in light of the spread of resistance to artemisinin conferred by the C580Y mutation in the PfKelch13 propeller domain in Southeast Asia, and its independent emergence in South America, it is important to study genetic determinants of resistance in the African context using African parasites.materials and methods : we used genetic analysis of revertants to demonstrate pfcoronin to be the major driver of elevated RSA in the standard ring-stage survival assay (RSA) "
"Gametes are the source and carrier of genetic information, essential for the propagation of all sexually reproducing organisms. Male gametes are derived from a progenitor stem cell population called spermatogonial stem cells (SSCs) . SSCs give rise to male gametes through the coordination of two essential processes: self-renewal to produce more SSCs, and differentiation to produce mature sperm. Disruption of this equilibrium can lead to excessive proliferation of SSCs, causing tumorigenesis, or can result in aberrant differentiation, leading to infertility. Little is known about how SSCs achieve the fine balance between self-renewal and differentiation, which is necessary for their remarkable output and developmental potential. To understand the mechanisms of SSC maintenance, we examine the planarian homolog of Nuclear Factor Y-B (NF-YB) , which is required for the maintenance of early planarian male germ cells. Here, we demonstrate that NF-YB plays a role in the self-renewal and proliferation of planarian SSCs, but not in their specification or differentiation. Furthermore, we characterize members of the NF-Y complex in Schistosoma mansoni, a parasitic flatworm related to the free-living planarian. We find that the function of NF-YB in regulating male germ cell proliferation is conserved in schistosomes. This finding is especially significant because fecundity is the cause of pathogenesis of S. mansoni. Our findings can help elucidate the complex relationship between self-renewal and differentiation of SSCs, and may also have implications for understanding and controlling schistosomiasis.","Sexually reproducing organisms require gametes-sperm and eggs-for the perpetuation of life and transmission of genetic information between generations. Male gametes ( sperm) arise from a dedicated population of stem cells known as spermatogonial stem cells ( SSCs) . Identification of factors involved in SSC maintenance has important biomedical implications, including deciphering the etiology of testicular tumors and optimizing fertility treatments. Here we show that a male germ cell-specific homolog of the ubiquitous Nuclear Factor-Y family of transcription factors, NF-YB, is required for the self-renewal and proliferation of SSCs in the freshwater planarian, Schmidtea mediterranea. Additionally, we extend our study to the parasitic flatworm Schistosoma mansoni, the causative agent of the major neglected tropical disease schistosomiasis and evolutionary cousin of the free-living planarian. We find that there is a loss of proliferating cells in the testes of the parasite when schistosome NF-Y components are inhibited. This observation is significant since the reproductive output of S. mansoni is the primary cause of the morbidity associated with schistosomiasis. Together, our results establish NF-YB as an important regulator of SSC maintenance, and may open avenues for combating schistosomiasis.","the planarian homolog of nuclear factor Y-B (NF-YB ) plays a role in the self-renewal and proliferation of planarian male germ cells , but not in their specification or differentiation . to understand the mechanisms of SSC maintenance , we examine a planarian heterolog of Nuclear Factor y-B , a parasitic flatworm related to the free-living planarian . this finding is especially significant because fecundity is the cause of pathogenesis of spermatogonial stem cells ( SSCs) . we find that the function of NF-yB in regulating male germ cell proliferation is conserved"
"Most population genetic theories on the evolution of sex or recombination are based on fairly restrictive assumptions about the nature of the underlying fitness landscapes. Here we use computer simulations to study the evolution of sex on fitness landscapes with different degrees of complexity and epistasis. We evaluate predictors of the evolution of sex, which are derived from the conditions established in the population genetic literature for the evolution of sex on simpler fitness landscapes. These predictors are based on quantities such as the variance of Hamming distance, mean fitness, additive genetic variance, and epistasis. We show that for complex fitness landscapes all the predictors generally perform poorly. Interestingly, while the simplest predictor, DVarHD, also suffers from a lack of accuracy, it turns out to be the most robust across different types of fitness landscapes. DVarHD is based on the change in Hamming distance variance induced by recombination and thus does not require individual fitness measurements. The presence of loci that are not under selection can, however, severely diminish predictor accuracy. Our study thus highlights the difficulty of establishing reliable criteria for the evolution of sex on complex fitness landscapes and illustrates the challenge for both theoretical and experimental research on the origin and maintenance of sexual reproduction.","One of the biggest open questions in evolutionary biology is why sexual reproduction is so common despite its manifold costs. Many hypotheses have been proposed that can potentially explain the emergence and maintenance of sexual reproduction in nature, and currently the biggest challenge in the field is assessing their plausibility. Theoretical work has identified the conditions under which sexual reproduction is expected. However, these conditions were typically derived, making strongly simplifying assumptions about the relationship between organisms' genotype and fitness, known as the fitness landscape. Building onto previous theoretical work, we here propose different population properties that can be used to predict when sex will be beneficial. We then use simulations across a range of simple and complex fitness landscapes to test if such predictors generate accurate predictions of evolutionary outcomes. We find that one of the simplest predictors, related to variation of genetic distance between sequences, is also the most accurate one across our simulations. However, stochastic effects occurring in small populations compromise the accuracy of all predictors. Our study both illustrates the limitations of various predictors and suggests directions in which to search for new, experimentally attainable predictors.",background : most population genetic theories on the evolution of sex or recombination are based on fairly restrictive assumptions about the nature of the underlying fitness landscapes . here we use computer simulations to study the evolution and characterization of predictors derived from the conditions established in the population genetic literature for the evolution . this study highlights the difficulty of establishing reliable criteria for evolution and illustrates the challenge for both theoretical and experimental research on the origin and maintenance of sexual reproduction.materials and methods : this study was conducted using a computer simulation to evaluate predictor of the development of a plain language summary that is easy to read highlighting key points and removing unnecessary details that can be
"Computational models of the musculoskeletal system are scientific tools used to study human movement, quantify the effects of injury and disease, plan surgical interventions, or control realistic high-dimensional articulated prosthetic limbs. If the models are sufficiently accurate, they may embed complex relationships within the sensorimotor system. These potential benefits are limited by the challenge of implementing fast and accurate musculoskeletal computations. A typical hand muscle spans over 3 degrees of freedom (DOF) , wrapping over complex geometrical constraints that change its moment arms and lead to complex posture-dependent variation in torque generation. Here, we report a method to accurately and efficiently calculate musculotendon length and moment arms across all physiological postures of the forearm muscles that actuate the hand and wrist. Then, we use this model to test the hypothesis that the functional similarities of muscle actions are embedded in muscle structure. The posture dependent muscle geometry, moment arms and lengths of modeled muscles were captured using autogenerating polynomials that expanded their optimal selection of terms using information measurements. The iterative process approximated 33 musculotendon actuators, each spanning up to 6 DOFs in an 18 DOF model of the human arm and hand, defined over the full physiological range of motion. Using these polynomials, the entire forearm anatomy could be computed in <10 ms, which is far better than what is required for real-time performance, and with low errors in moment arms (below 5%) and lengths (below 0. 4%) . Moreover, we demonstrate that the number of elements in these autogenerating polynomials does not increase exponentially with increasing muscle complexity; complexity increases linearly instead. Dimensionality reduction using the polynomial terms alone resulted in clusters comprised of muscles with similar functions, indicating the high accuracy of approximating models. We propose that this novel method of describing musculoskeletal biomechanics might further improve the applications of detailed and scalable models to describe human movement.","The community in the fields of biomechanics, neural engineering, and neuroscience has the need to understand and simulate realistic muscle actions in real-time. In biomechanics, the models of muscle structure have been of paramount importance for understanding the mechanical demands of movements. In neural engineering, the use of biomimetic control schemes require realistic and real-time computations with low latencies to achieve an intuitive interface with high-dimensional active prostheses or orthoses. In neuroscience, the new realization of the close relationship between neural computations and body mechanics has been promoted under the concept of neuromechanics. This concept has been instrumental in the understanding of neural computations for movement planning and execution. To enable the theoretical framework of neuromechanical computations embedded within musculoskeletal organization we propose a novel method for calculating muscle biomechanics in real-time with objective approximations that embed structural and functional attributes of simulated muscles. This description offers a scalable solution that accurately computes muscle kinematic states with real-time latencies surpassing the previous results by an order of magnitude.","we report a method to accurately and efficiently calculate musculotendon length and moment arms across all physiological postures of the forearm muscles that actuate the hand and wrist . the posture dependent muscle geometry , moment arms and lengths of modeled muscles were captured using autogenerating polynomials that expanded their optimal selection of terms using information measurements . this method was used to test the hypothesis that the functional similarities of muscle actions are embedded in muscle structure . a typical hand muscle spans over 3 degrees of freedom , wrapping over complex geometrical constraints that change its moment arms , lead to complex posture-dependent variation in torque generation . we propose that this novel method of describing "
"Although osteosarcoma (OS) is a rare cancer, it is the most common primary malignant bone tumor in children and adolescents. BRCAness is a phenotypical trait in tumors with a defect in homologous recombination repair, resembling tumors with inactivation of BRCA1/2, rendering these tumors sensitive to poly (ADP) -ribose polymerase inhibitors (PARPi) . Recently, OS was shown to exhibit molecular features of BRCAness. Our goal was to develop a method complementing existing genomic methods to aid clinical decision making on administering PARPi in OS patients. OS samples with DNA-methylation data were divided to BRCAness-positive and negative groups based on the degree of their genomic instability (n = 41) . Methylation probes were ranked according to decreasing variance difference between two groups. The top 2000 probes were selected for training and cross-validation of the random forest algorithm. Two-thirds of available OS RNA-Seq samples (n = 17) from the top and bottom of the sample list ranked according to genome instability score were subjected to differential expression and, subsequently, to gene set enrichment analysis (GSEA) . The combined accuracy of trained random forest was 85% and the average area under the ROC curve (AUC) was 0. 95. There were 449 upregulated and 1, 079 downregulated genes in the BRCAness-positive group (fdr < 0. 05) . GSEA of upregulated genes detected enrichment of DNA replication and mismatch repair and homologous recombination signatures (FWER < 0. 05) . Validation of the BRCAness classifier with an independent OS set (n = 20) collected later in the course of study showed AUC of 0. 87 with an accuracy of 90%. GSEA signatures computed for this test set were matching the ones observed in the training set enrichment analysis. In conclusion, we developed a new classifier based on DNA-methylation patterns that detects BRCAness in OS samples with high accuracy. GSEA identified genome instability signatures. Machine-learning and gene expression approaches add new epigenomic and transcriptomic aspects to already established genomic methods for evaluation of BRCAness in osteosarcoma and can be extended to cancers characterized by genome instability.","Osteosarcoma ( OS) is the most common primary malignant tumor of bone in children and young adults with poor prognosis for patients with refractory or metastatic disease. A common feature, so-called BRCAness, exists in multiple cancers including OS and is characterized by homologous recombination deficiency. Tumors exhibiting BRCAness have been shown to respond to therapy with PARP inhibitors. Currently, BRCAness is mostly assessed by the genomic instability score. This method based on the DNA sequencing requires normal tissue DNA as control and is vulnerable to subjective interpretation of ""genomic scarring"" events. In this study, we implemented a classifier based on DNA methylation patterns. It is capable of detecting BRCAness in OS samples and does not require control tissue DNA. Therefore, it has the potential to support clinical decision making on administering PARPi in OS patients. We further corroborated the presence of BRCAness in OS by detecting homologous recombination signatures through gene expression analysis.","osteosarcoma (OS) is a rare cancer , but it is the most common primary malignant bone tumor in children and adolescents . we developed a new classifier based on DNA-methylation patterns that detects BRCAness in OS samples with high accuracy . genome instability signatures were analyzed using a gene set enrichment analysis (GSEA ) algorithm . a total of 449 upregulated and 1, 079 downregulated genes were detected in the bRCAness-positive group (fdr  0. 05) from the top and bottom of the sample list ranked according to genome instability score were subjected to differential expression and, subsequently, to"
"To what extent does the dynamical mechanism producing a specific biological phenotype bias the ability to evolve into novel phenotypes? We use the interpretation of a morphogen gradient into a single stripe of gene expression as a model phenotype. Although there are thousands of three-gene circuit topologies that can robustly develop a stripe of gene expression, the vast majority of these circuits use one of just six fundamentally different dynamical mechanisms. Here we explore the potential for gene circuits that use each of these six mechanisms to evolve novel phenotypes such as multiple stripes, inverted stripes, and gradients of gene expression. Through a comprehensive and systematic analysis, we find that circuits that use alternative mechanisms differ in the likelihood of reaching novel phenotypes through mutation. We characterize the phenotypic transitions and identify key ingredients of the evolutionary potential, such as sensitive interactions and phenotypic hubs. Finally, we provide an intuitive understanding on how the modular design of a particular mechanism favors the access to novel phenotypes. Our work illustrates how the dynamical mechanism by which an organism develops constrains how it can evolve. It is striking that these dynamical mechanisms and their impact on evolvability can be observed even for such an apparently simple patterning task, performed by just three-node circuits.","Significance It is widely accepted that the structure of a biological system limits the range of possible novel phenotypes accessible by mutation. Here we show that it is not only the phenotype that determines this evolvability, but also the dynamics of how that phenotype is built during development. We perform theoretical analysis on a group of simple gene regulatory circuits that have recently been shown to fall into a handful of distinct dynamical mechanisms all producing the same phenotype: interpreting a morphogen gradient into a single-domain of gene expression. We find that the dynamical mechanisms underlying each circuit impose strong constraints on its evolvability, as hypothesized in a more general context by John Maynard Smith in the 1980s.","we explore the potential for gene circuits that use each of these six mechanisms to evolve novel phenotypes such as multiple stripes, inverted stripes, and gradients of gene expression . through a comprehensive and systematic analysis, we find that circuits which use alternative mechanisms differ in the likelihood of reaching novel p  0.05 through mutation . we identify key ingredients of the evolutionary potential , such as sensitive interactions and phen typic hubs , and provide an intuitive understanding on how the modular design of a particular mechanism favors the access to novel genes : multiple stripes , morphogen gradients, and evolvability can be observed even for such an apparently simple patterning"
